Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
31DEC2021,01APR2021,31MAR2022,202199,05. 16,5458,3190,3348,2110,1937,4962,2253,60596,43648,5583,12196,31374
31DEC2021,01APR2021,31MAR2022,202199,06. 17,5832,3234,3864,1968,1817,5196,2357,58937,42563,5660,12378,30132
31DEC2021,01APR2021,31MAR2022,202199,07. 18,6617,3327,4791,1826,1634,5817,2904,53370,37894,6256,11937,25910
31DEC2021,01APR2021,31MAR2022,202199,08. 19,7339,3607,5520,1819,1667,6459,3026,51942,37208,6358,12138,25035
31DEC2021,01APR2021,31MAR2022,202199,09. 20 - 24,46891,24175,35992,10899,10077,42135,16831,332747,245039,36804,83218,161687
31DEC2021,01APR2021,31MAR2022,202199,10. 25 - 29,66817,36600,52169,14648,13494,60898,19596,503334,377291,48216,128354,248673
31DEC2021,01APR2021,31MAR2022,202199,11. 30 - 34,80019,46176,61394,18625,17244,72887,22080,628267,473265,54108,157817,314962
31DEC2021,01APR2021,31MAR2022,202199,12. 35 - 39,69414,41956,48552,20862,19325,61856,21182,559199,415223,48630,139677,275127
31DEC2021,01APR2021,31MAR2022,202199,13. 40 - 44,59590,38249,35748,23842,22362,51541,20123,464531,341053,40776,118539,222360
31DEC2021,01APR2021,31MAR2022,202199,14. 45 - 49,62419,41332,35022,27397,25706,52918,20762,475082,353171,38088,120844,232143
31DEC2021,01APR2021,31MAR2022,202199,15. 50 - 54,84360,57515,45742,38618,36352,70705,25647,608898,460297,43288,151351,308598
31DEC2021,01APR2021,31MAR2022,202199,16. 55 - 59,100379,69379,54129,46250,43684,82970,28848,698481,536752,42774,168567,367480
31DEC2021,01APR2021,31MAR2022,202199,17. 60 - 64,110029,76187,58918,51111,48293,89740,29704,703964,549458,36583,165740,382922
31DEC2021,01APR2021,31MAR2022,202199,18. 65 - 69,116569,80316,63489,53080,50241,93569,30933,697147,553485,29805,159708,392374
31DEC2021,01APR2021,31MAR2022,202199,19. 70 - 74,143979,95935,81455,62524,59254,112644,39396,783014,627371,28551,178122,447512
31DEC2021,01APR2021,31MAR2022,202199,20. 75 - 79,147193,93214,90077,57116,54148,110372,43195,736390,588581,26307,164347,421648
31DEC2021,01APR2021,31MAR2022,202199,21. 80 - 84,122592,68248,86693,35899,33888,84494,42109,531495,417058,22180,116219,297523
31DEC2021,01APR2021,31MAR2022,202199,22. 85 - 89,95045,46029,76030,19015,17821,59861,37055,338001,260673,15932,71811,184884
31DEC2021,01APR2021,31MAR2022,202199,23. 90+,64819,25492,58275,6544,6093,37012,28689,164351,123862,8845,33095,87074
31DEC2021,01APR2021,31MAR2022,202199,24. unknown,16487,10224,11822,4665,4337,12978,3692,172036,151842,14645,32044,118672
30NOV2021,01APR2021,31MAR2022,202199,01. 0 - 4,120559,26986,111594,8965,7456,112491,48494,354233,267120,30416,112923,147610
30NOV2021,01APR2021,31MAR2022,202199,02. 5 - 9,23983,12738,14775,9208,8287,22994,11258,290364,216194,25617,66574,148248
30NOV2021,01APR2021,31MAR2022,202199,03. 10 - 14,23314,13362,14941,8373,7581,22095,10920,313780,238681,24614,75699,162242
30NOV2021,01APR2021,31MAR2022,202199,04. 15,5889,3081,3971,1918,1765,5573,2989,76701,57294,6076,16848,40350
30NOV2021,01APR2021,31MAR2022,202199,05. 16,5774,3091,3849,1925,1771,5237,2575,71308,53007,6329,15094,37827
30NOV2021,01APR2021,31MAR2022,202199,06. 17,6614,3543,4476,2138,1962,5917,2819,68999,51546,6564,15106,36375
30NOV2021,01APR2021,31MAR2022,202199,07. 18,7306,3686,5329,1977,1804,6362,3262,59503,43220,6958,13940,29228
30NOV2021,01APR2021,31MAR2022,202199,08. 19,8036,3848,6112,1924,1756,7046,3561,58773,43034,7150,14432,28558
30NOV2021,01APR2021,31MAR2022,202199,09. 20 - 24,50696,26738,37890,12806,11837,45521,18247,377021,282919,41818,97853,184911
30NOV2021,01APR2021,31MAR2022,202199,10. 25 - 29,71574,40638,53821,17753,16525,65198,20461,564108,430565,53076,148358,281977
30NOV2021,01APR2021,31MAR2022,202199,11. 30 - 34,86243,51186,64405,21838,20367,78425,23201,705829,541281,60300,181662,359125
30NOV2021,01APR2021,31MAR2022,202199,12. 35 - 39,75339,46815,50636,24703,23180,67029,21774,636487,484009,53884,165305,318305
30NOV2021,01APR2021,31MAR2022,202199,13. 40 - 44,65464,42995,37700,27764,26202,56738,20803,539725,407476,45938,142198,265090
30NOV2021,01APR2021,31MAR2022,202199,14. 45 - 49,69635,47156,37384,32251,30451,59346,21669,557205,425576,43827,146371,279015
30NOV2021,01APR2021,31MAR2022,202199,15. 50 - 54,92569,64156,47993,44576,42181,78009,26440,710834,550783,49360,181790,368626
30NOV2021,01APR2021,31MAR2022,202199,16. 55 - 59,109571,77082,56367,53204,50469,91470,29328,812054,638309,49169,201823,435838
30NOV2021,01APR2021,31MAR2022,202199,17. 60 - 64,119481,84460,61232,58249,55105,98437,30337,820034,653199,42199,199124,453297
30NOV2021,01APR2021,31MAR2022,202199,18. 65 - 69,126566,89182,65487,61079,57871,102862,31104,812500,658743,33995,193149,464026
30NOV2021,01APR2021,31MAR2022,202199,19. 70 - 74,156275,107116,83863,72412,68564,123774,39219,922633,754548,32674,218574,534226
30NOV2021,01APR2021,31MAR2022,202199,20. 75 - 79,155295,101366,89660,65635,62165,118547,42198,857832,700938,30078,199719,498566
30NOV2021,01APR2021,31MAR2022,202199,21. 80 - 84,127586,74360,85073,42513,40256,90044,40453,628683,507799,25065,145100,359041
30NOV2021,01APR2021,31MAR2022,202199,22. 85 - 89,96765,48597,74474,22291,20895,62255,35838,397964,315902,18209,89396,222565
30NOV2021,01APR2021,31MAR2022,202199,23. 90+,64623,26356,56927,7696,7202,37409,27925,193803,150267,10057,41006,105348
30NOV2021,01APR2021,31MAR2022,202199,24. unknown,18387,12035,12283,6104,5644,14899,3843,204441,182240,15595,38244,143320
31OCT2021,01APR2021,31MAR2022,202199,01. 0 - 4,125743,26862,117172,8571,7123,117436,51117,322301,240243,27811,101005,133587
31OCT2021,01APR2021,31MAR2022,202199,02. 5 - 9,22918,12284,13943,8975,8040,21875,10892,263997,192570,24167,59865,131603
31OCT2021,01APR2021,31MAR2022,202199,03. 10 - 14,20973,12302,12892,8081,7311,19912,9668,283836,211714,23045,68793,142364
31OCT2021,01APR2021,31MAR2022,202199,04. 15,5408,2922,3407,2001,1819,5122,2601,70149,52510,5535,15646,36765
31OCT2021,01APR2021,31MAR2022,202199,05. 16,5749,3149,3704,2045,1870,5168,2450,64508,47108,6011,13391,33626
31OCT2021,01APR2021,31MAR2022,202199,06. 17,6398,3463,4284,2114,1942,5668,2668,62701,46256,6084,13428,32764
31OCT2021,01APR2021,31MAR2022,202199,07. 18,7212,3482,5434,1778,1629,6278,3379,53597,38083,6435,12359,25687
31OCT2021,01APR2021,31MAR2022,202199,08. 19,8228,3781,6435,1793,1661,7184,3741,52900,38146,6553,12943,25175
31OCT2021,01APR2021,31MAR2022,202199,09. 20 - 24,51458,26525,39372,12086,11163,46157,18666,349062,260718,38456,90630,169982
31OCT2021,01APR2021,31MAR2022,202199,10. 25 - 29,72188,40205,55688,16500,15304,65698,20887,528343,403650,48642,140360,263059
31OCT2021,01APR2021,31MAR2022,202199,11. 30 - 34,87685,51451,67088,20597,19254,79409,23429,661376,507362,54913,171005,335936
31OCT2021,01APR2021,31MAR2022,202199,12. 35 - 39,73639,45321,51024,22615,21163,65488,21797,585754,443465,48959,151293,291821
31OCT2021,01APR2021,31MAR2022,202199,13. 40 - 44,63248,40888,37758,25490,24062,54546,20745,492428,368033,41702,129813,238035
31OCT2021,01APR2021,31MAR2022,202199,14. 45 - 49,66956,44618,37191,29765,27977,56813,21837,507840,383956,40050,133390,250387
31OCT2021,01APR2021,31MAR2022,202199,15. 50 - 54,89407,61178,47998,41409,39149,75239,26761,647244,497734,44762,165329,332025
31OCT2021,01APR2021,31MAR2022,202199,16. 55 - 59,105591,73570,55942,49649,46956,87984,29591,741693,579203,44652,185058,393519
31OCT2021,01APR2021,31MAR2022,202199,17. 60 - 64,115037,80309,60372,54665,51712,94871,30340,747857,592742,38109,182216,409749
31OCT2021,01APR2021,31MAR2022,202199,18. 65 - 69,119690,83565,63505,56185,53295,97083,30597,743418,598626,30964,177898,419377
31OCT2021,01APR2021,31MAR2022,202199,19. 70 - 74,150608,102337,82585,68023,64542,119326,39322,848074,690083,29953,201524,486896
31OCT2021,01APR2021,31MAR2022,202199,20. 75 - 79,148976,95638,88676,60300,57177,113347,42451,784853,638689,27250,184329,451930
31OCT2021,01APR2021,31MAR2022,202199,21. 80 - 84,125947,71998,85904,40043,37781,88761,41750,580606,467477,23015,134482,329319
31OCT2021,01APR2021,31MAR2022,202199,22. 85 - 89,94358,46553,73691,20667,19384,60661,36072,369489,292746,16805,84375,204465
31OCT2021,01APR2021,31MAR2022,202199,23. 90+,62608,25235,55377,7231,6754,36353,27381,179772,139687,9230,38537,97459
31OCT2021,01APR2021,31MAR2022,202199,24. unknown,17964,11333,12379,5585,5144,14651,3687,183724,163659,13933,34952,128707
30SEP2021,01APR2021,31MAR2022,202199,01. 0 - 4,120445,26338,111415,9030,7575,112655,46408,335011,248337,29555,103639,138658
30SEP2021,01APR2021,31MAR2022,202199,02. 5 - 9,23072,12863,13833,9239,8275,22119,10799,281930,206866,26067,65962,139605
30SEP2021,01APR2021,31MAR2022,202199,03. 10 - 14,21786,12676,13552,8234,7431,20711,10299,292605,217955,24394,70453,146777
30SEP2021,01APR2021,31MAR2022,202199,04. 15,5675,3077,3698,1977,1835,5341,2841,72152,54322,5629,16146,38043
30SEP2021,01APR2021,31MAR2022,202199,05. 16,5669,3071,3726,1943,1776,5115,2558,66201,47297,6523,13311,33905
30SEP2021,01APR2021,31MAR2022,202199,06. 17,6488,3373,4491,1997,1828,5728,2857,65079,47387,6507,14063,33255
30SEP2021,01APR2021,31MAR2022,202199,07. 18,7120,3547,5202,1918,1741,6209,3192,57955,41383,6742,13149,28178
30SEP2021,01APR2021,31MAR2022,202199,08. 19,7948,3823,6024,1924,1768,6988,3439,56953,41182,6922,13643,27505
30SEP2021,01APR2021,31MAR2022,202199,09. 20 - 24,51331,26577,39188,12143,11271,46053,18493,370851,275528,41027,94672,180721
30SEP2021,01APR2021,31MAR2022,202199,10. 25 - 29,73490,40678,56897,16593,15376,66871,21319,557751,422577,53002,145031,277307
30SEP2021,01APR2021,31MAR2022,202199,11. 30 - 34,88472,51690,67766,20706,19290,80291,23889,700546,534535,59254,178448,355687
30SEP2021,01APR2021,31MAR2022,202199,12. 35 - 39,75435,46505,52372,23063,21694,67047,22596,621032,468150,53189,159327,308437
30SEP2021,01APR2021,31MAR2022,202199,13. 40 - 44,64771,41657,38661,26110,24613,55733,21446,519471,388583,44728,135591,252768
30SEP2021,01APR2021,31MAR2022,202199,14. 45 - 49,69135,46059,38277,30858,29111,58633,22482,539030,406732,43176,139257,267281
30SEP2021,01APR2021,31MAR2022,202199,15. 50 - 54,90472,62043,48275,42197,39932,76139,26969,685437,524609,48744,172364,351822
30SEP2021,01APR2021,31MAR2022,202199,16. 55 - 59,105784,73748,55544,50240,47649,88247,29638,778073,603863,47790,189028,414272
30SEP2021,01APR2021,31MAR2022,202199,17. 60 - 64,114398,80605,58921,55477,52646,94840,29963,782278,617645,40753,187929,428986
30SEP2021,01APR2021,31MAR2022,202199,18. 65 - 69,121314,84912,63746,57568,54678,98389,30920,775717,622294,33189,182968,438049
30SEP2021,01APR2021,31MAR2022,202199,19. 70 - 74,151718,103333,82220,69498,66062,120542,39430,896260,727148,31794,210303,515132
30SEP2021,01APR2021,31MAR2022,202199,20. 75 - 79,149756,96508,88003,61753,58562,113686,41791,823466,667790,28825,191582,473741
30SEP2021,01APR2021,31MAR2022,202199,21. 80 - 84,125761,72548,84656,41105,38910,89226,41167,613693,493390,24509,141231,348578
30SEP2021,01APR2021,31MAR2022,202199,22. 85 - 89,94880,47402,73163,21717,20375,61478,35854,388858,307852,17557,88172,215980
30SEP2021,01APR2021,31MAR2022,202199,23. 90+,61758,25167,54241,7517,7021,36171,26884,190640,147880,9818,41212,103110
30SEP2021,01APR2021,31MAR2022,202199,24. unknown,17399,10844,11675,5724,5269,14017,3642,189612,169081,14058,35442,133580
31AUG2021,01APR2021,31MAR2022,202199,01. 0 - 4,113748,26262,105106,8642,7377,106007,41071,294549,217887,26436,91464,121293
31AUG2021,01APR2021,31MAR2022,202199,02. 5 - 9,19234,12494,10564,8670,7894,18440,7761,242142,169703,25755,54958,113907
31AUG2021,01APR2021,31MAR2022,202199,03. 10 - 14,18591,11738,10854,7737,7039,17623,7798,251626,180408,23922,55370,124608
31AUG2021,01APR2021,31MAR2022,202199,04. 15,4899,2802,3082,1817,1662,4618,2211,61749,44856,5616,12335,32422
31AUG2021,01APR2021,31MAR2022,202199,05. 16,5273,3054,3283,1990,1836,4783,2163,58896,42219,5546,11470,30696
31AUG2021,01APR2021,31MAR2022,202199,06. 17,5925,3184,3998,1927,1770,5298,2447,57722,41817,5725,11988,29778
31AUG2021,01APR2021,31MAR2022,202199,07. 18,6731,3437,4884,1847,1696,5933,2909,52532,37513,6054,11719,25749
31AUG2021,01APR2021,31MAR2022,202199,08. 19,7474,3677,5644,1830,1697,6627,3145,52555,38151,6147,12416,25697
31AUG2021,01APR2021,31MAR2022,202199,09. 20 - 24,50843,25702,39682,11161,10382,45513,18772,343488,255630,36511,88045,167464
31AUG2021,01APR2021,31MAR2022,202199,10. 25 - 29,73703,39679,58237,15466,14393,66655,21861,518140,392669,46740,134173,258302
31AUG2021,01APR2021,31MAR2022,202199,11. 30 - 34,86412,49114,67474,18938,17699,77936,24136,644339,490401,53208,162058,327999
31AUG2021,01APR2021,31MAR2022,202199,12. 35 - 39,72589,43622,51676,20913,19658,63941,22430,560011,418483,47570,140483,277665
31AUG2021,01APR2021,31MAR2022,202199,13. 40 - 44,60231,38123,36928,23303,21899,51595,20770,459218,338156,39844,117279,220674
31AUG2021,01APR2021,31MAR2022,202199,14. 45 - 49,65245,42731,37653,27592,26138,54690,22241,476470,354229,38596,120729,233290
31AUG2021,01APR2021,31MAR2022,202199,15. 50 - 54,86468,58210,47732,38736,36649,72231,27132,613069,467162,42280,152579,314114
31AUG2021,01APR2021,31MAR2022,202199,16. 55 - 59,102922,70067,56248,46674,44231,84919,30391,699993,544059,41431,169530,373924
31AUG2021,01APR2021,31MAR2022,202199,17. 60 - 64,111648,77129,59855,51793,49166,91572,30721,707234,558756,35316,168560,389518
31AUG2021,01APR2021,31MAR2022,202199,18. 65 - 69,118438,81134,64354,54084,51409,95367,31754,701906,564457,28243,164785,398443
31AUG2021,01APR2021,31MAR2022,202199,19. 70 - 74,149170,99611,84241,64929,61705,117177,40823,816869,663447,27831,191419,470309
31AUG2021,01APR2021,31MAR2022,202199,20. 75 - 79,145462,91874,88121,57341,54434,109893,42769,742477,603874,24869,173046,428399
31AUG2021,01APR2021,31MAR2022,202199,21. 80 - 84,123635,69930,85386,38249,36308,86889,41970,558177,450602,21199,129463,317930
31AUG2021,01APR2021,31MAR2022,202199,22. 85 - 89,93560,45994,73313,20247,19059,60378,36273,356459,283212,14870,81511,197711
31AUG2021,01APR2021,31MAR2022,202199,23. 90+,61302,24704,54275,7027,6545,35844,27109,175364,136891,8567,38075,95320
31AUG2021,01APR2021,31MAR2022,202199,24. unknown,17087,10870,11721,5366,4956,13731,3697,166495,148186,12482,30554,117279
31JUL2021,01APR2021,31MAR2022,202199,01. 0 - 4,119384,26700,109864,9520,8053,111167,43895,325104,241289,28220,100548,135022
31JUL2021,01APR2021,31MAR2022,202199,02. 5 - 9,21936,13437,12544,9392,8514,21018,9539,273513,196188,26234,63905,131082
31JUL2021,01APR2021,31MAR2022,202199,03. 10 - 14,21791,13145,13380,8411,7635,20661,9861,293311,214540,25409,69734,144205
31JUL2021,01APR2021,31MAR2022,202199,04. 15,5589,3074,3553,2036,1872,5230,2601,70377,51074,6101,14959,36015
31JUL2021,01APR2021,31MAR2022,202199,05. 16,5708,3377,3463,2245,2075,5218,2279,64992,46985,6150,12751,34157
31JUL2021,01APR2021,31MAR2022,202199,06. 17,6296,3366,4192,2104,1911,5609,2609,62981,45840,6119,13310,32463
31JUL2021,01APR2021,31MAR2022,202199,07. 18,6999,3620,4954,2045,1875,6181,2885,57269,41267,6432,13207,27996
31JUL2021,01APR2021,31MAR2022,202199,08. 19,8063,4027,6063,2000,1851,7132,3367,57110,41507,6664,13588,27870
31JUL2021,01APR2021,31MAR2022,202199,09. 20 - 24,54012,27514,41582,12430,11529,48281,19849,369604,274691,39537,94856,179704
31JUL2021,01APR2021,31MAR2022,202199,10. 25 - 29,77597,42062,60629,16968,15806,69952,23321,553944,419368,50480,144259,274878
31JUL2021,01APR2021,31MAR2022,202199,11. 30 - 34,90917,52115,70101,20816,19513,81798,25328,690577,524901,57260,175129,349350
31JUL2021,01APR2021,31MAR2022,202199,12. 35 - 39,77862,47590,54408,23454,22087,68901,23917,608502,456850,51386,154714,301775
31JUL2021,01APR2021,31MAR2022,202199,13. 40 - 44,66462,42253,40581,25881,24385,57051,22640,504223,375139,42800,131270,243625
31JUL2021,01APR2021,31MAR2022,202199,14. 45 - 49,71460,46968,40744,30716,29021,60282,24053,522350,392979,41291,134769,257995
31JUL2021,01APR2021,31MAR2022,202199,15. 50 - 54,94161,63804,51584,42577,40417,78998,28928,663616,507822,46187,165853,341433
31JUL2021,01APR2021,31MAR2022,202199,16. 55 - 59,109271,75960,58344,50927,48269,91256,31116,754373,586295,45537,183918,401661
31JUL2021,01APR2021,31MAR2022,202199,17. 60 - 64,118809,83109,62644,56165,53268,98185,31670,759705,601497,38407,182419,418366
31JUL2021,01APR2021,31MAR2022,202199,18. 65 - 69,125232,87215,66383,58849,55898,101835,32028,752063,605688,30490,177480,426969
31JUL2021,01APR2021,31MAR2022,202199,19. 70 - 74,159069,107812,88146,70923,67527,126154,41965,878041,715165,30071,207192,506124
31JUL2021,01APR2021,31MAR2022,202199,20. 75 - 79,153984,98608,92452,61532,58468,117039,44237,792283,644311,27170,184639,457179
31JUL2021,01APR2021,31MAR2022,202199,21. 80 - 84,130742,74854,89389,41353,39098,92646,43521,596993,482262,22700,138491,340354
31JUL2021,01APR2021,31MAR2022,202199,22. 85 - 89,98507,48911,76679,21828,20464,63776,37653,382234,303301,16437,87325,211541
31JUL2021,01APR2021,31MAR2022,202199,23. 90+,63419,25861,55988,7431,6926,37529,28107,185757,144736,9146,40859,100288
31JUL2021,01APR2021,31MAR2022,202199,24. unknown,17710,11301,12149,5561,5151,14325,3938,185979,165915,13654,34685,131165
30JUN2021,01APR2021,31MAR2022,202199,01. 0 - 4,114064,25628,104300,9764,8181,106286,42502,336894,255628,28608,105968,143627
30JUN2021,01APR2021,31MAR2022,202199,02. 5 - 9,23191,14211,13045,10146,9161,22282,9866,287167,215756,25311,70233,144265
30JUN2021,01APR2021,31MAR2022,202199,03. 10 - 14,24717,14163,15724,8993,8197,23403,11965,305794,234531,23919,77352,156503
30JUN2021,01APR2021,31MAR2022,202199,04. 15,6102,3246,3958,2144,1972,5760,2983,72504,54454,5934,15960,38378
30JUN2021,01APR2021,31MAR2022,202199,05. 16,6185,3572,3789,2396,2213,5594,2486,70489,52758,6367,14547,38143
30JUN2021,01APR2021,31MAR2022,202199,06. 17,6710,3548,4501,2209,2020,5892,2829,65730,49272,6200,14491,34703
30JUN2021,01APR2021,31MAR2022,202199,07. 18,7269,3803,5017,2252,2093,6373,2926,59850,44439,6561,14133,30237
30JUN2021,01APR2021,31MAR2022,202199,08. 19,8173,4096,6104,2069,1925,7201,3402,58952,43900,6695,14476,29379
30JUN2021,01APR2021,31MAR2022,202199,09. 20 - 24,53722,27621,40738,12984,12145,47978,19754,380887,289559,39343,100888,188519
30JUN2021,01APR2021,31MAR2022,202199,10. 25 - 29,76259,41832,58258,18001,16803,69171,23258,571364,440711,50696,153383,287112
30JUN2021,01APR2021,31MAR2022,202199,11. 30 - 34,89896,51907,67986,21910,20475,81207,25739,710661,550266,57634,184907,364873
30JUN2021,01APR2021,31MAR2022,202199,12. 35 - 39,78335,47850,53835,24500,23044,69340,24055,628451,481346,51240,163836,317198
30JUN2021,01APR2021,31MAR2022,202199,13. 40 - 44,68130,44003,40507,27623,26087,58986,22998,522309,397115,44032,139481,257315
30JUN2021,01APR2021,31MAR2022,202199,14. 45 - 49,73563,48759,40882,32681,30857,62428,24130,544626,418888,41981,144111,274600
30JUN2021,01APR2021,31MAR2022,202199,15. 50 - 54,95372,64934,51054,44318,41981,80678,29063,690769,538895,47498,177328,361104
30JUN2021,01APR2021,31MAR2022,202199,16. 55 - 59,112162,77769,59276,52886,50198,93769,31804,777204,613751,45743,192087,420978
30JUN2021,01APR2021,31MAR2022,202199,17. 60 - 64,121424,85169,63117,58307,55242,100519,31955,781032,626716,39069,189918,436207
30JUN2021,01APR2021,31MAR2022,202199,18. 65 - 69,128035,89318,67394,60641,57601,104084,32623,772301,629579,31395,183504,444684
30JUN2021,01APR2021,31MAR2022,202199,19. 70 - 74,161577,109694,89063,72514,69034,128221,42745,900830,742309,30680,213294,527317
30JUN2021,01APR2021,31MAR2022,202199,20. 75 - 79,154986,99189,92938,62048,58981,117797,44563,806786,663414,27414,187590,473273
30JUN2021,01APR2021,31MAR2022,202199,21. 80 - 84,133317,76123,90885,42432,40089,94087,44065,611635,498859,22969,141481,353903
30JUN2021,01APR2021,31MAR2022,202199,22. 85 - 89,100302,50014,78173,22129,20741,65047,38493,388616,312150,16652,88673,219135
30JUN2021,01APR2021,31MAR2022,202199,23. 90+,64272,26310,56573,7699,7163,37993,28391,189674,149413,9308,41892,104037
